team_id,id,team,season,league,avgGoals,avgGoalsAgainst,avgShotsTotal,avgShotsTotalAgainst,avgShotsOnTarget,avgShotsOnTargetAgainst,avgXg,avgXgAgainst,avgNpxg,avgNpxgAgainst,avgTouchesAtt3rd,avgTouchesAtt3rdAgainst,avgTouchesAttPenArea,avgTouchesAttPenAreaAgainst,avgDribbles,avgDribblesAgainst,avgDribblesCompleted,avgDribblesCompletedAgainst,avgAssistedShots,avgAssistedShotsAgainst,avgPassesIntoFinalThird,avgPassesIntoFinalThirdAgainst,avgPassesIntoPenaltyArea,avgPassesIntoPenaltyAreaAgainst,avgProgressivePasses,avgProgressivePassesAgainst,avgCrossesIntoPenaltyArea,avgCrossesIntoPenaltyAreaAgainst,avgCrosses,avgCrossesAgainst,avgThroughBalls,avgThroughBallsAgainst,avgCornerKicks,avgCornerKicksAgainst,avgPressures,avgPressuresAgainst,avgPressureRegains,avgPressureRegainsAgainst,avgPressuresAtt3rd,avgPressuresAtt3rdAgainst,avgTackles,avgTacklesAgainst,avgTacklesWon,avgTacklesWonAgainst,avgTacklesAtt3rd,avgTacklesAtt3rdAgainst,avgTacklesInterceptions,avgTacklesInterceptionsAgainst,avgAerialsWon,avgAerialsWonAgainst,avgAerialsLost,avgAerialsLostAgainst,avgFouls,avgFoulsAgainst,createdAt,updatedAt
0,3,Hoffenheim,2020-2021,Bundesliga,1.5,1.53,12.38,10.94,4.41,4.09,1.52,1.57,1.39,1.37,162.97,140.44,24.59,24.18,17.65,16.29,10.18,9.74,9.21,8.53,31.18,27.41,10.03,8.44,39.26,34.5,2.88,2.03,12.94,11.82,0.71,0.97,4.59,4.68,140.18,160.0,46.24,45.0,35.88,35.74,17.35,18.88,10.44,10.62,2.35,2.26,27.53,30.79,16.59,,19.47,,13.24,,2021-05-24 23:30:03,2021-05-24 23:30:03
1,5,Osasuna,2020-2021,La_Liga,0.95,1.18,9.79,11.03,3.08,3.63,0.99,1.35,0.87,1.19,123.53,155.71,18.0,22.42,12.08,14.05,6.53,8.08,6.76,8.32,25.08,28.55,6.76,8.63,27.08,32.87,2.53,2.39,13.42,14.76,0.39,1.18,3.08,4.66,140.24,117.26,40.79,38.0,33.79,23.68,14.97,14.24,9.32,9.47,2.05,1.32,25.08,23.84,28.18,,22.03,,14.13,,2021-05-24 23:30:03,2021-05-24 23:30:03
2,8,Udinese,2020-2021,Serie_A,1.05,1.53,10.76,11.79,3.29,3.95,1.13,1.37,1.06,1.09,148.32,169.37,22.08,22.5,15.61,15.26,10.08,9.18,7.58,8.34,24.42,35.34,8.0,8.84,30.53,37.95,2.03,2.21,12.32,11.03,0.5,0.53,4.29,5.11,133.58,146.47,38.18,42.26,27.76,34.63,15.61,16.63,10.08,10.24,1.42,2.24,26.11,28.45,13.42,,13.03,,13.61,,2021-05-24 23:30:03,2021-05-24 23:30:03
3,9,Bayern Munich,2020-2021,Bundesliga,2.88,1.29,16.74,9.97,6.47,3.79,2.23,1.21,2.01,1.14,231.03,111.65,38.88,17.35,21.56,15.68,14.12,9.41,13.06,7.65,47.15,21.26,13.85,5.97,51.26,24.68,3.29,1.79,16.65,9.74,1.38,1.47,6.97,3.5,146.65,165.47,50.32,47.71,44.88,29.76,17.18,19.32,11.09,11.94,3.35,1.97,29.38,33.21,14.65,,13.29,,9.38,,2021-05-24 23:30:03,2021-05-24 23:30:03
4,15,Augsburg,2020-2021,Bundesliga,1.03,1.5,9.85,14.03,3.18,5.06,1.06,1.64,0.95,1.44,106.29,181.12,16.62,29.74,16.47,16.03,9.59,9.41,7.0,10.47,19.68,35.5,5.79,11.29,25.97,44.09,1.65,3.24,9.21,16.59,0.74,0.82,3.56,5.47,150.29,154.21,44.82,50.26,28.03,42.68,17.03,17.53,9.94,10.74,1.85,3.0,29.88,28.74,18.44,,22.94,,11.76,,2021-05-24 23:30:03,2021-05-24 23:30:03
5,16,Hellas Verona,2020-2021,Serie_A,1.0,1.21,10.42,13.89,3.16,3.66,1.14,1.32,1.09,1.19,149.18,146.76,21.82,26.32,13.82,11.84,8.32,6.82,7.82,10.34,26.53,27.13,8.37,8.58,33.87,32.95,1.79,2.26,12.08,11.47,0.53,0.42,4.87,4.92,130.63,136.82,39.55,45.58,30.0,26.58,14.26,15.53,8.89,9.97,1.55,1.21,26.45,27.21,22.55,,23.08,,16.42,,2021-05-24 23:30:03,2021-05-24 23:30:03
6,19,Torino,2020-2021,Serie_A,1.29,1.79,11.97,13.0,3.79,3.97,1.32,1.55,1.2,1.35,132.58,161.42,19.32,25.87,16.82,15.21,9.74,8.89,7.87,9.13,24.11,30.08,6.61,9.18,25.42,35.26,2.53,2.39,12.87,12.95,0.55,0.76,4.47,4.76,135.97,141.5,39.21,39.5,29.82,32.24,15.66,16.55,9.92,9.87,2.29,2.26,28.63,25.18,16.34,,17.89,,15.26,,2021-05-24 23:30:03,2021-05-24 23:30:03
7,20,Valladolid,2020-2021,La_Liga,0.89,1.5,9.45,12.29,2.89,4.08,0.98,1.36,0.82,1.22,122.97,160.76,15.5,23.29,13.08,17.79,7.05,10.95,6.61,8.92,22.21,29.61,5.53,8.87,23.21,33.92,2.03,2.55,12.63,13.53,0.5,1.03,3.71,5.11,153.66,128.97,42.74,37.29,31.26,29.18,15.97,15.37,9.89,9.89,1.76,1.92,26.24,25.11,18.55,,23.03,,13.53,,2021-05-24 23:30:03,2021-05-24 23:30:03
8,25,Arsenal,2020-2021,EPL,1.39,0.92,11.97,11.03,3.71,3.37,1.41,1.17,1.29,1.11,175.32,151.11,25.76,20.95,15.0,13.58,7.97,8.61,8.5,7.95,34.68,28.13,8.95,7.11,35.26,24.79,1.89,1.87,13.66,11.68,1.16,0.61,5.42,4.37,123.29,140.55,35.03,37.61,33.92,35.63,13.42,15.92,8.29,9.71,1.95,2.0,22.29,25.97,13.55,,15.95,,9.11,,2021-05-24 23:30:03,2021-05-24 23:30:03
9,28,Manchester Utd,2020-2021,EPL,1.84,1.11,13.61,11.18,5.18,3.55,1.58,1.11,1.37,1.03,207.66,140.21,27.45,19.89,19.29,14.55,11.16,8.87,10.58,8.16,35.89,24.61,10.45,6.68,39.53,27.97,1.71,1.71,11.68,10.79,1.37,0.66,5.18,4.26,132.66,159.58,39.21,43.97,35.26,36.71,15.53,19.47,9.76,11.82,2.11,2.5,27.5,34.0,14.55,,11.37,,11.95,,2021-05-24 23:30:03,2021-05-24 23:30:03
10,34,Bologna,2020-2021,Serie_A,1.29,1.66,13.05,13.97,4.63,4.92,1.41,1.7,1.33,1.54,155.92,170.39,22.89,27.26,17.08,13.68,9.82,8.74,9.58,10.55,29.11,29.32,7.34,10.24,34.71,34.76,1.58,2.11,10.89,11.42,0.97,0.97,5.29,5.79,143.34,137.74,40.68,40.37,33.37,29.84,15.03,17.61,8.61,10.68,1.89,2.03,26.68,28.87,16.74,,16.21,,14.24,,2021-05-24 23:30:03,2021-05-24 23:30:03
11,36,Sheffield Utd,2020-2021,EPL,0.5,1.58,8.45,14.21,2.42,5.39,0.83,1.63,0.75,1.55,157.45,181.08,18.5,26.61,13.39,18.76,7.84,11.32,6.5,10.66,25.24,32.5,7.05,9.58,26.05,35.39,1.68,1.79,11.53,11.58,0.71,1.13,4.47,6.39,160.82,114.42,39.97,35.16,37.08,25.89,17.61,15.03,9.71,9.53,1.87,1.55,29.11,23.29,20.11,,22.32,,12.08,,2021-05-24 23:30:03,2021-05-24 23:30:03
12,39,Arminia,2020-2021,Bundesliga,0.68,1.5,9.68,12.94,2.94,4.88,0.9,1.64,0.86,1.51,109.47,166.82,16.94,26.21,13.71,17.29,7.94,11.26,6.59,10.21,21.41,36.26,5.62,10.18,24.06,43.79,1.32,2.32,8.53,13.76,0.41,0.71,3.44,5.41,169.62,134.03,48.65,43.03,34.41,34.62,18.53,16.09,11.59,9.62,1.91,1.82,27.44,25.74,24.47,,23.53,,11.56,,2021-05-24 23:30:03,2021-05-24 23:30:03
13,40,Barcelona,2020-2021,La_Liga,2.11,0.95,15.08,8.45,6.0,3.24,2.08,1.04,1.91,0.94,276.55,110.47,36.21,17.39,20.68,13.34,13.26,7.66,11.66,5.97,50.11,20.66,14.5,6.21,47.24,24.47,1.5,1.47,10.82,9.18,2.39,0.47,5.71,3.68,133.55,174.71,40.68,41.03,35.29,34.29,14.42,16.66,9.24,10.55,2.16,1.63,23.74,30.55,11.0,,8.42,,9.5,,2021-05-24 23:30:03,2021-05-24 23:30:03
14,42,Hertha BSC,2020-2021,Bundesliga,1.18,1.5,11.21,12.44,4.21,3.94,1.24,1.38,1.11,1.2,131.09,163.32,21.74,22.35,16.56,15.41,9.79,9.38,8.06,9.18,24.91,30.47,6.82,8.76,30.79,36.53,2.12,2.09,11.65,11.79,0.59,1.18,4.47,4.68,159.0,151.79,46.44,46.74,33.85,33.09,17.18,18.94,10.35,11.5,1.82,2.18,29.03,29.44,16.94,,17.09,,13.88,,2021-05-24 23:30:03,2021-05-24 23:30:03
15,46,Villarreal,2020-2021,La_Liga,1.5,1.11,10.37,10.68,3.92,3.21,1.53,1.15,1.27,0.97,154.87,144.11,23.87,19.63,18.87,15.26,12.0,9.74,8.24,7.42,32.26,26.29,9.95,7.39,36.11,26.34,2.37,2.71,12.26,15.08,1.34,0.42,4.21,3.87,131.42,165.5,37.5,43.71,31.08,41.61,14.89,16.66,8.95,10.53,1.87,2.5,24.21,27.03,14.13,,14.03,,11.84,,2021-05-24 23:30:03,2021-05-24 23:30:03
16,52,Athletic Club,2020-2021,La_Liga,1.13,1.08,10.63,9.79,3.5,2.82,1.17,0.95,1.07,0.84,149.68,147.53,20.16,19.76,13.92,14.53,8.29,9.61,7.95,7.18,29.21,26.42,7.84,7.84,33.92,29.08,2.03,2.11,14.29,13.18,0.92,0.55,5.21,4.13,138.16,131.47,38.18,38.21,36.21,25.45,13.76,15.16,9.03,8.92,1.61,1.26,22.92,27.11,18.97,,16.66,,12.87,,2021-05-24 23:30:03,2021-05-24 23:30:03
17,53,Crotone,2020-2021,Serie_A,1.16,2.37,9.32,15.5,2.92,5.58,1.01,1.88,0.84,1.79,112.71,181.08,17.05,28.74,15.84,14.08,9.37,8.29,6.95,11.66,21.37,32.37,6.29,9.71,28.26,38.0,1.71,2.08,9.74,12.58,0.29,0.97,3.63,6.0,138.18,148.89,38.89,46.97,26.95,40.89,15.84,17.5,9.82,10.79,1.95,2.82,25.24,27.66,13.24,,15.13,,14.03,,2021-05-24 23:30:03,2021-05-24 23:30:03
18,55,M'Gladbach,2020-2021,Bundesliga,1.85,1.65,12.97,13.29,4.79,4.21,1.63,1.31,1.39,1.18,143.47,145.44,24.65,24.03,14.74,17.65,9.35,10.38,9.5,9.79,28.24,26.91,7.91,7.88,37.03,33.71,1.76,2.26,9.88,11.97,1.15,0.68,5.15,4.12,141.44,157.65,42.06,50.18,33.94,35.47,16.47,16.74,10.18,10.15,2.0,1.97,29.85,30.0,17.15,,16.24,,11.79,,2021-05-24 23:30:03,2021-05-24 23:30:03
19,59,Southampton,2020-2021,EPL,1.24,1.76,10.97,11.08,4.13,4.45,1.12,1.43,1.0,1.25,138.76,153.34,20.87,24.61,16.61,19.71,9.66,10.95,7.58,8.26,23.39,27.66,7.21,8.13,28.61,32.16,1.08,2.03,8.29,12.03,1.05,1.0,4.66,5.16,150.39,155.11,46.89,45.24,32.82,38.03,20.63,18.11,11.97,11.58,2.24,2.58,32.08,29.58,14.66,,19.05,,11.21,,2021-05-24 23:30:03,2021-05-24 23:30:03
20,62,Tottenham,2020-2021,EPL,1.74,1.11,11.63,12.55,4.37,3.79,1.44,1.3,1.34,1.1,139.89,172.58,20.26,27.0,17.71,18.18,10.74,10.53,8.08,9.87,28.45,30.47,7.34,9.87,31.08,33.95,1.58,2.47,8.74,13.03,1.18,0.66,4.42,5.29,154.47,143.97,43.24,43.89,31.13,32.05,18.21,18.53,11.13,12.08,2.21,2.26,27.95,30.58,17.84,,17.63,,11.58,,2021-05-24 23:30:03,2021-05-24 23:30:03
21,65,Fiorentina,2020-2021,Serie_A,1.16,1.5,9.66,11.74,3.11,3.63,1.19,1.45,1.07,1.23,148.84,151.11,19.37,22.08,14.18,14.68,8.39,8.13,6.87,8.84,27.87,29.45,6.92,8.05,29.39,32.97,2.71,1.95,12.34,13.03,0.47,1.18,4.42,4.45,136.34,133.34,38.79,39.18,29.39,24.39,15.21,19.16,9.53,11.76,1.92,1.95,24.89,27.82,15.05,,16.03,,13.89,,2021-05-24 23:30:03,2021-05-24 23:30:03
22,67,Crystal Palace,2020-2021,EPL,1.03,1.74,9.11,14.05,3.39,4.55,0.86,1.52,0.78,1.43,124.61,193.37,18.58,27.16,16.76,17.03,9.82,9.58,6.53,10.21,20.55,39.32,6.42,11.24,25.66,38.5,1.55,3.24,9.08,12.92,0.39,0.97,3.97,6.0,150.05,150.39,39.5,45.45,26.58,36.05,18.26,19.68,10.18,10.79,2.05,2.89,30.34,30.45,19.29,,19.11,,10.79,,2021-05-24 23:30:03,2021-05-24 23:30:03
23,72,Wolfsburg,2020-2021,Bundesliga,1.68,1.06,13.97,10.47,4.76,3.38,1.46,1.24,1.39,1.12,155.65,137.35,23.79,22.44,13.59,18.41,8.29,10.41,10.15,7.5,29.21,24.94,8.74,7.68,37.82,32.44,2.29,2.0,12.59,11.03,0.74,0.97,5.18,5.26,171.44,149.88,57.03,46.82,44.26,30.97,20.88,16.94,12.65,10.41,2.29,2.06,34.44,29.56,18.74,,18.26,,13.0,,2021-05-24 23:30:03,2021-05-24 23:30:03
24,75,Benevento,2020-2021,Serie_A,1.05,1.82,10.82,13.18,3.42,4.61,1.09,1.74,0.95,1.64,115.95,180.16,20.42,26.03,10.68,16.11,6.03,9.89,7.68,9.11,19.84,35.82,7.74,10.21,26.87,39.79,2.21,2.29,10.76,14.29,0.84,0.71,4.45,6.03,132.29,121.76,37.97,35.53,24.66,29.5,15.66,13.18,9.55,8.16,1.71,1.76,26.53,21.76,14.45,,16.92,,13.24,,2021-05-24 23:30:03,2021-05-24 23:30:03
25,78,Real Madrid,2020-2021,La_Liga,1.68,0.71,14.55,9.16,4.37,2.92,1.62,0.96,1.57,0.8,215.03,132.18,30.0,17.16,18.95,14.5,12.11,9.03,11.5,6.79,41.39,25.66,11.58,6.84,40.03,25.45,2.5,2.24,15.18,10.11,1.24,0.55,5.92,4.0,128.42,154.42,37.5,38.71,30.08,36.87,15.05,15.26,9.29,10.13,2.0,1.89,25.74,25.21,12.11,,10.74,,10.82,,2021-05-24 23:30:03,2021-05-24 23:30:03
26,80,Stuttgart,2020-2021,Bundesliga,1.59,1.59,13.24,13.41,4.5,4.82,1.56,1.57,1.39,1.41,150.47,155.91,24.68,27.38,21.5,16.32,13.35,9.47,10.06,9.68,28.97,27.68,8.85,10.03,37.38,34.53,2.15,2.65,11.24,12.88,0.71,0.68,4.56,4.76,137.26,170.88,42.41,53.85,35.44,38.94,16.74,21.26,10.29,13.71,2.21,3.26,27.97,34.62,17.59,,14.76,,12.62,,2021-05-24 23:30:03,2021-05-24 23:30:03
27,81,Leeds United,2020-2021,EPL,1.58,1.37,13.79,14.45,5.16,4.97,1.51,1.66,1.43,1.47,160.37,151.11,25.92,25.5,14.68,20.95,8.45,12.79,10.26,10.68,29.24,22.03,9.79,7.47,37.08,28.18,2.29,1.03,13.66,8.61,1.26,1.13,6.0,5.55,175.21,133.24,51.87,41.79,37.71,36.55,21.74,16.21,12.97,9.82,2.39,2.63,34.29,29.84,15.47,,16.11,,11.42,,2021-05-24 23:30:03,2021-05-24 23:30:03
28,83,West Brom,2020-2021,EPL,0.87,1.92,8.84,15.55,2.82,6.18,0.89,1.78,0.81,1.56,118.71,209.79,17.18,30.45,14.05,17.11,7.74,10.32,6.05,11.68,20.84,37.66,5.37,10.55,23.0,40.74,1.92,2.08,10.63,13.53,0.63,1.03,3.79,7.0,144.5,118.42,40.24,38.74,29.05,27.82,17.42,16.89,10.45,10.68,1.87,2.34,29.16,25.63,19.5,,21.16,,10.68,,2021-05-24 23:30:03,2021-05-24 23:30:03
29,86,Werder Bremen,2020-2021,Bundesliga,1.03,1.59,10.65,13.35,3.5,4.41,0.99,1.5,0.88,1.36,116.91,187.09,16.71,25.29,12.79,16.82,6.94,10.26,7.24,9.91,23.68,35.53,6.0,9.44,28.71,39.15,2.26,2.94,9.32,14.35,0.38,0.71,3.41,5.0,163.12,127.41,46.68,42.41,34.06,33.59,17.82,15.74,10.97,9.24,2.32,2.29,31.82,27.97,19.71,,21.18,,11.79,,2021-05-24 23:30:03,2021-05-24 23:30:03
30,89,Genoa,2020-2021,Serie_A,1.21,1.47,9.05,14.16,3.21,4.76,0.99,1.44,0.92,1.3,121.18,179.71,16.29,25.68,13.79,15.45,7.29,9.13,6.61,10.47,23.26,34.92,6.03,9.97,26.16,42.21,1.71,2.24,9.21,13.61,0.63,0.74,3.39,5.63,155.39,132.95,40.84,41.53,31.55,33.84,16.89,16.13,10.34,10.95,2.11,2.05,29.37,25.42,14.21,,19.11,,13.74,,2021-05-24 23:30:03,2021-05-24 23:30:03
31,90,Spezia,2020-2021,Serie_A,1.37,1.89,10.03,11.03,3.42,4.45,1.23,1.82,1.13,1.62,138.47,119.18,21.47,23.39,11.87,14.97,7.39,8.71,6.97,8.29,26.82,23.66,6.66,7.45,28.89,30.76,1.37,2.08,11.13,11.26,0.74,1.08,3.92,3.63,136.26,145.95,40.84,41.24,32.92,32.84,15.97,14.03,10.13,8.37,2.11,1.61,27.5,25.61,14.16,,16.16,,15.53,,2021-05-24 23:30:03,2021-05-24 23:30:03
32,91,Elche,2020-2021,La_Liga,0.87,1.42,7.0,12.42,2.29,4.11,0.8,1.54,0.74,1.35,98.18,164.92,11.79,24.68,17.26,16.03,9.97,10.11,4.97,9.74,20.66,33.26,4.05,9.84,20.66,37.58,2.0,2.32,10.92,13.08,0.24,1.29,3.61,4.34,136.0,147.03,38.29,45.11,22.95,40.71,15.74,17.42,10.37,10.76,1.03,2.61,25.95,27.18,13.71,,15.47,,13.97,,2021-05-24 23:30:03,2021-05-24 23:30:03
33,96,Lazio,2020-2021,Serie_A,1.55,1.39,13.66,10.18,4.58,3.76,1.57,1.26,1.38,1.06,173.05,139.63,25.97,19.82,14.37,18.24,8.42,11.34,10.24,7.66,37.55,26.34,11.03,6.87,38.63,31.42,2.89,1.55,12.26,10.24,1.08,0.42,4.97,4.47,148.92,145.66,46.21,43.5,33.5,34.5,17.24,15.76,10.39,10.42,2.13,2.32,28.39,27.16,15.34,,14.0,,13.24,,2021-05-24 23:30:03,2021-05-24 23:30:03
34,99,Getafe,2020-2021,La_Liga,0.71,1.05,9.29,8.24,2.66,2.76,0.86,1.06,0.76,0.9,148.5,120.84,18.89,14.74,12.0,14.63,6.53,8.76,6.58,5.87,22.84,24.97,6.26,5.71,24.74,26.76,2.55,1.58,14.13,9.55,0.16,0.71,3.76,3.82,160.13,118.34,44.45,38.82,37.58,19.05,16.24,15.97,10.08,9.55,2.05,1.29,27.29,25.21,23.26,,26.26,,16.68,,2021-05-24 23:30:03,2021-05-24 23:30:03
35,102,Union Berlin,2020-2021,Bundesliga,1.47,1.21,11.41,10.68,3.94,3.76,1.35,1.21,1.19,1.1,124.76,146.15,18.03,19.06,10.53,14.79,5.88,8.53,8.32,7.94,23.56,30.53,6.03,7.0,29.24,37.82,2.5,1.71,11.5,9.62,0.65,0.71,4.15,4.15,145.94,138.88,46.47,42.74,28.15,34.59,17.21,14.82,10.26,9.15,1.68,2.44,29.91,25.91,20.06,,22.09,,12.79,,2021-05-24 23:30:03,2021-05-24 23:30:03
36,105,West Ham,2020-2021,EPL,1.58,1.13,12.16,12.05,4.16,3.76,1.42,1.27,1.34,1.17,144.74,181.76,21.79,24.55,14.37,16.21,8.55,10.47,8.71,9.18,24.84,35.71,6.95,10.0,25.45,38.34,2.71,2.37,13.16,13.66,0.55,1.16,4.39,4.79,131.34,130.37,35.32,39.32,25.61,28.82,14.71,15.21,9.11,8.76,1.42,1.79,25.92,25.53,20.21,,18.39,,9.97,,2021-05-24 23:30:03,2021-05-24 23:30:03
